nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
930000351,750062036,GHU PARIS SITE NEUILLY SUR MARNE,GHU PARIS SITE NEUILLY SUR MARNE,0149443333,93,SEINE SAINT DENIS,93330 NEUILLY SUR MARNE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20008210500848
930002993,930140025,HDJ DE BOBIGNY,HOPITAL DE JOUR  BOBIGNY,,93,SEINE SAINT DENIS,93000 BOBIGNY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500872
930006028,930140025,UNITE PSYCHIATRIQUE DU BOIS DE BONDY,,,93,SEINE SAINT DENIS,93140 BONDY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500153
930006069,930140025,UNITE HOSP ROMAIN ROLLAND ST DENIS,UNITE D HOSPITALISATION ROMAIN ROLLAND SAINT DENIS,,93,SEINE SAINT DENIS,93200 ST DENIS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500815
930006119,930140025,HDJ SAINT DENIS,HOPITAL DE JOUR SAINT DENIS,,93,SEINE SAINT DENIS,93200 ST DENIS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500591
930006168,930140025,HDJ EPINAY,HOPITAL DE JOUR  EPINAY,,93,SEINE SAINT DENIS,93800 EPINAY SUR SEINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500583
930006218,930140025,HDJ LA COURNEUVE,HOPITAL DE JOUR LA COURNEUVE,,93,SEINE SAINT DENIS,93120 LA COURNEUVE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500641
930008818,930140025,UNITE HOSP CLOS BENARD AUBERVILLIERS,,,93,SEINE SAINT DENIS,93300 AUBERVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500633
930011259,930140025,HDJ DRANCY,HOPITAL DE JOUR DRANCY,,93,SEINE SAINT DENIS,93700 DRANCY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500575
930011309,930140025,HDJ MONTREUIL,HOPITAL DE JOUR,,93,SEINE SAINT DENIS,93100 MONTREUIL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500567
930013958,930008149,CENTRE D IMAGERIE MEDICALE,,0143320120,93,SEINE SAINT DENIS,93190 LIVRY GARGAN,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43321088700017
930015458,930003975,INSTITUT DE RADIOTHERAPIE,INSTITUT DE RADIOTHERAPIE DE HAUTES ENERGIES,0141505710,93,SEINE SAINT DENIS,93000 BOBIGNY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,40109605200030
930018841,930140025,UNITE INFANTO JUV  MONTREUIL,,0148586209,93,SEINE SAINT DENIS,93100 MONTREUIL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500609
930021696,930140025,HDJ BOISSIERE NOISY LE SEC,HOPITAL DE JOUR NOISY LE SEC,,93,SEINE SAINT DENIS,93130 NOISY LE SEC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500930
930022496,930140025,CENTRE HENRI DUCHENE AUBERVILLIERS,INSTITUT HOSPITALIER SOINS ETUDES AUBERVILLIERS,,93,SEINE SAINT DENIS,93300 AUBERVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500955
930024211,340003193,AFSSAPS,AGENCE FRANCAISE DE SÉCURITÉ SANITAIRE DES PRODUITS DE SANTE,,93,SEINE SAINT DENIS,93285 ST DENIS CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Etablissement public de santé,18003611300017
930024245,930026703,CENTRE D IMAGERIE DE DRANCY,CENTRE D IMAGERIE DE DRANCY,0149900200,93,SEINE SAINT DENIS,93700 DRANCY,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81787478700010
930024898,930140025,HDJ  MONTFERMEIL,HOPITAL DE JOUR MONTFERMEIL,,93,SEINE SAINT DENIS,93370 MONTFERMEIL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500906
930025077,930003017,CENTRE SCGM IRM,CENTRE SCGM IRM,0148137625,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,34779725000011
930025572,930025564,CENTRE D'IMAGERIE MEDICALE,CENTRE D IMAGERIE MEDICALE,0143320120,93,SEINE SAINT DENIS,93190 LIVRY GARGAN,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930025622,930025614,TEP SAINT DENIS,TEP SAINT DENIS,0148200433,93,SEINE SAINT DENIS,93207 ST DENIS CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,79337499200014
930025788,930002829,CTRE IMAGERIE NUCLEAIRE CE LA PLAINE,,0172882912,93,SEINE SAINT DENIS,93290 TREMBLAY EN FRANCE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43811501600018
930026125,930140025,UNITE D ETHNOPSYCHIATRIE TREVET,UNITE D ETHNOPSYCHIATRIE,,93,SEINE SAINT DENIS,93300 AUBERVILLIERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
930026281,930024047,SCM SCANNER INTERVENTIONNEL,SCM SCANNER INTERVENTIONNEL,0148206720,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,75289086300018
930026299,930025291,SCM IRM SPECIALISEE,SCM IRM SPECIALISEE,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81403484900012
930026653,930021324,CENTRE DE RADIOLOGIE DU VERT GALANT,CENTRE DE RADIOLOGIE DU VERT GALANT,,93,SEINE SAINT DENIS,93290 TREMBLAY EN FRANCE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,40186158800010
930026679,930140025,HDJ DE BAGNOLET 93G12,HOPITAL DE JOUR DE BAGNOLET 93G12,,93,SEINE SAINT DENIS,93170 BAGNOLET,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
930026695,930140025,UNITE HOSPI PEDOPSY DE MONTREUIL,UNITE D HOSPITALISATION PEDOPSYCHIATRIQUE DE MONTREUIL,,93,SEINE SAINT DENIS,93100 MONTREUIL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
930026737,930021183,CENTRE D IMAGERIE EN COUPE DU LANDY,CENTRE D IMAGERIE EN COUPE CLINIQUE DU LANDY,,93,SEINE SAINT DENIS,93400 ST OUEN SUR SEINE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,49144074900019
930026745,940028897,CENTRE SCANNER HOFFMANN,CENTRE SCANNER HOFFMANN,0141585005,93,SEINE SAINT DENIS,93110 ROSNY SOUS BOIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,50135357700015
930026836,930000849,CENTRE SCANNER IRM DE MONTFERMEIL,CENTRE SCANNER IRM DE MONTFERMEIL,,93,SEINE SAINT DENIS,93370 MONTFERMEIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,34871451000016
930026844,930010608,CENTRE IMAGERIE ANDRE GREGOIRE,CENTRE D'IMAGERIE MEDICALE ANDRE GREGOIRE,,93,SEINE SAINT DENIS,93100 MONTREUIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,45019829600011
930026851,930020128,CENTRE SCANNER ANDRE GREGOIRE,CENTRE SCANNER ANDRE GREGOIRE,,93,SEINE SAINT DENIS,93100 MONTREUIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,49418387400010
930026869,930004189,IRM DE SAINT DENIS,IRM DE SAINT DENIS,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43986975100016
930026877,930021209,CENTRE IMAGERIE NUCLEAIRE MIN,CENTRE MEDECINE ET IMAGERIE NUCLEAIRE MIN,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,34745564400018
930026885,930024278,INSTITUT CARDIO GVM LA ROSERAIE,INSTITUT CARDIO GVM LA ROSERAIE,,93,SEINE SAINT DENIS,93300 AUBERVILLIERS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,50516030900017
930026893,930021936,CENTRE SCANNER IRM CIMA,CENTRE SCANNER IRM CIMA,,93,SEINE SAINT DENIS,93600 AULNAY SOUS BOIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,51105779600019
930026901,930024039,CENTRE IMAGERIE EN COUPE BM,CENTRE D'IMAGERIE EN COUPE LE BLANC-MESNIL,,93,SEINE SAINT DENIS,93150 LE BLANC MESNIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,52929294800013
930026927,930021159,CENTRE SCANNER DU CCN,CENTRE SCANNER DU CCN,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,34028233400028
930026935,930021209,CENTRE D IMAGERIE NUCLEAIRE MIN CCN,CENTRE D IMAGERIE NUCLEAIRE MIN CCN,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930027651,930027644,CENTRE SCGM IRM CARDIO,CENTRE SCGM IRM CARDIO,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930028923,930028915,TEP DELAFONTAINE PLAINE DE FRANCE,TEP DELAFONTAINE PLAINE DE FRANCE,,93,SEINE SAINT DENIS,93200 ST DENIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,84222660700013
930029467,930032529,CIM MSP MONTREUIL,CENTRE D IMAGERIE MEDICALE MSP DE MONTREUIL,0188590857,93,SEINE SAINT DENIS,93100 MONTREUIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,87991227700024
930029483,930029475,CTRE DE CONSULTATION DES PRESLES,CENTRE DE CONSULTATION DES PRESLES,,93,SEINE SAINT DENIS,93800 EPINAY SUR SEINE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930029491,930002829,TEP GIE PLAINE DE FRANCE MONTFERMEIL,TEP GIE PLAINE DE FRANCE MONTFERMEIL,,93,SEINE SAINT DENIS,93370 MONTFERMEIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930031471,930031463,CENTRE DE RADIOLOGIE EPINAY,CENTRE DE RADIOLOGIE EPINAY,,93,SEINE SAINT DENIS,93800 EPINAY SUR SEINE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,85313943400015
930031497,930031489,CENTRE IMAGERIE DE ROSNY,CENTRE IMAGERIE DE ROSNY,,93,SEINE SAINT DENIS,93110 ROSNY SOUS BOIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,90840686100017
930031513,930031505,CENTRE IMAGERIE MEDICALE BOURGET,CENTRE IMAGERIE MEDICALE BOURGET,,93,SEINE SAINT DENIS,93350 LE BOURGET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,90891278500015
930031521,770026060,CENTRE IMAGERIE MEDICALE CHELLES,CENTRE IMAGERIE MEDICALE CHELLES,,93,SEINE SAINT DENIS,93330 NEUILLY SUR MARNE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43370357600085
930031539,930029533,CENTRE IMAGERIE MEDICALE PIMN GPNE,CENTRE IMAGERIE MEDICALE PIMN GPNE,,93,SEINE SAINT DENIS,93390 CLICHY SOUS BOIS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930031570,930031562,IMAGERIE MEDICALE DU LANDY,IMAGERIE MEDICALE DU LANDY,,93,SEINE SAINT DENIS,93400 ST OUEN SUR SEINE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930032172,940028897,CENTRE IMAGERIE MEDICALE VILLEMOMBLE,CENTRE IMAGERIE MEDICALE VILLEMOMBLE,0141585005,93,SEINE SAINT DENIS,93250 VILLEMOMBLE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
930032974,930032966,CENTRE SCANNER DE L'ESTREE,CENTRE SCANNER DE L'ESTREE,,93,SEINE SAINT DENIS,93240 STAINS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,45111722000017
930032990,930032982,CENTRE IMAGERIE DE L'ESTREE,CENTRE IMAGERIE DE L'ESTREE,,93,SEINE SAINT DENIS,93240 STAINS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,90484500500027
930033022,930033014,CENTRE IMANUC FLOREAL,CENTRE IMANUC FLOREAL,,93,SEINE SAINT DENIS,93170 BAGNOLET,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,89340226300014
930061155,930110069,PMI DU CENTRE HOSPITALIER,PMI DU CENTRE HOSPITALIER,0143849377,93,SEINE SAINT DENIS,93600 AULNAY SOUS BOIS,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26930116400134
930100011,750712184,GHU APHP HU PSSD SITE MURET,GHU AP-HP HU PARIS SEINE-SAINT-DENIS SITE MURET,0141525999,93,SEINE SAINT DENIS,93270 SEVRAN,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200458
930100037,750712184,GHU APHP HU PSSD SITE AVICENNE,GHU AP-HP HU PARIS SEINE-SAINT-DENIS SITE AVICENNE,0148955585,93,SEINE SAINT DENIS,93009 BOBIGNY CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,80803419300017
930100045,750712184,GHU APHP HU PSSD SITE JEAN VERDIER,GHU AP-HP HU PARIS SEINE-SAINT-DENIS SITE JEAN VERDIER,0148026666,93,SEINE SAINT DENIS,93143 BONDY CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26750045200367
930140041,930140025,HDJ ROSNY SOUS BOIS,HOPITAL DE JOUR ROSNY SOUS BOIS,0148755582,93,SEINE SAINT DENIS,93110 ROSNY SOUS BOIS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500047
930706239,930110051,CH SAINT DENIS HOPITAL CASANOVA,HOPITAL CASANOVA DU CENTRE HOSPITALIER GENERAL DE SAINT DENI,0142356140,93,SEINE SAINT DENIS,93205 ST DENIS CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26930101600029
930801063,930140025,HDJ NOISY LE GRAND,HOPITAL DE JOUR NOISY LE GRAND,0143036005,93,SEINE SAINT DENIS,93160 NOISY LE GRAND,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500823
930801089,930140025,HDJ ST OUEN,HOPITAL DE JOUR  ST OUEN,0142597090,93,SEINE SAINT DENIS,93400 ST OUEN SUR SEINE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500070
930810007,930140025,HDJ BONDY,HOPITAL DE JOUR BONDY,0148494426,93,SEINE SAINT DENIS,93140 BONDY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26930093500039
930816988,930001334,CEDA SCANNER X,CENTRE D EXPLOITATION DIGITALISEE ATRAUMATIQUE SCANNER X,0148571111,93,SEINE SAINT DENIS,93100 MONTREUIL,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,32922299600012
930817465,930140025,HDJ JEAN MACE MONTREUIL,HOPITAL DE JOUR EXT MEDICO PEDAGOGIQUE JEAN MACE MONTREUIL,0142877264,93,SEINE SAINT DENIS,93100 MONTREUIL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
940000359,940140049,CMP CHEVILLY LARUE,CENTRE MEDICO PSYCHOLOGIQUE INFANTO JUVENILE GROUPE I06,0146860100,94,VAL DE MARNE,94550 CHEVILLY LARUE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940000532,940140049,HDJ - CENTRE DE CRISE CHOISY LE ROI,HOPITAL DE JOUR - CENTRE DE CRISE UMESOA CHOISY LE ROI,0142117570,94,VAL DE MARNE,94600 CHOISY LE ROI,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300541
940000573,940110018,CHI DE CRETEIL,CENTRE HOSPITALIER INTERCOMMUNAL DE CRETEIL,0145175000,94,VAL DE MARNE,94010 CRETEIL CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26940115400019
940000599,940110042,CHI LUCIE ET RAYMOND AUBRAC,CHI LUCIE ET RAYMOND AUBRAC VILLENEUVE ST GEORGES,0143862000,94,VAL DE MARNE,94195 VILLENEUVE ST GEORGES CEDE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26940120400012
940000607,940140049,CHS FONDATION VALLEE,CTRE HOSP DE PSYCHIATRIE INFANTO JUVENILE FOND VALLEE,0141248201,94,VAL DE MARNE,94257 GENTILLY CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940000615,940016819,CHS LES MURETS,CENTRE HOSPITALIER LES MURETS DE LA QUEUE EN BRIE,0145937171,94,VAL DE MARNE,94510 LA QUEUE EN BRIE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002709200333
940000631,940140049,CH PAUL GUIRAUD,CENTRE HOSPITALIER PAUL GUIRAUD A VILLEJUIF,0142117001,94,VAL DE MARNE,94806 VILLEJUIF CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940002157,940140049,CENTRE VERDUN,,0146775777,94,VAL DE MARNE,94800 VILLEJUIF,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300665
940002546,940140049,CENTRE DE CRISE CHU BICETRE,CENTRE HOSPITALIER UNIVERSITAIRE,,94,VAL DE MARNE,94270 LE KREMLIN BICETRE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940002553,940140049,MAISON,,0146864445,94,VAL DE MARNE,94150 RUNGIS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940002587,940016819,CATTP DE VILLIERS SUR MARNE,CENTRE D ACCUEIL THERAPEUTIQUE A TEMPS PARTIEL,0149307478,94,VAL DE MARNE,94350 VILLIERS SUR MARNE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20002709200267
940002595,940140049,CENTRE THERAPEUTIQUE GENTILLY,CENTRE D ACCUEIL THERAPEUTIQUE A TEMPS PARTIEL,0141248179,94,VAL DE MARNE,94250 GENTILLY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
940004369,940004328,CENTRE IRM LIBERALE 94,CENTRE IRM LIBERALE 94,0143534113,94,VAL DE MARNE,94140 ALFORTVILLE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,44048878100020
940007438,940140049,CATTP STALINGRAD,CENTRE D ACCUEIL THERAPEUTIQUE A TEMPS PARTIEL,0142111050,94,VAL DE MARNE,94800 VILLEJUIF,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26940106300012
